text	label
Osim Batmana koji se pojavljuje u oba filma , jedina druga veza je da on dobije svoj kompjuter da pokrene “ Master Builder ” mode .	1
Priča je postavljena oko deset godina poslije događaja Prometeja , s naglaskom na prostor kolonizacijskog prostora pod nazivom Savez koji je putovao do novog živopisnog planeta nazvanog Origae 6 .	1
Solidan i nijansu bolje od toga ( a ni gore ) .	2
Prica ovog filma bi donekle trebala da bude bazirana po istinitim događajima - imena , mjesta , lokacije i ljudsko ponašanje su donekle modifikovani .	1
U kinima od : /	1
Pa u tom smislu ima dovoljno dubine njegov lik , a on nije samo pohlepan , čudovište jedne note .	2
U međuvremenu je u privatnom životu imao ozbiljan odnos sa svojom djevojkom Vanessom ( Morena Baccarin – Gotham , Homeland TV serije i sl . ) .	1
Bilo je i nekoliko zabavnih trenutaka od Chris Pratta koji je bio šarmantan kao i obično i Franklinov lik .	2
Također posvećuje veliku pažnju na živote i motivacije talijanskih otmičara .	1
koja je bila doista smiješna .	2
Od mora lijepih animiranih filmova , ovakvi se odbacuju i stavljaju na marginu filmskog društva .	1
Prije zarobljavanja , Offredov muz je ubijen tijekom neuspjelog pokušaja bijega u Kanadi i njihovu kćerku je preuzela država .	1
A Ben Mendelsohn bio je nevjerojatan kao pravi šerif .	2
Detalje svoje veze , kao i odnosa Kenny i sa Acosta je ostavio publiku s puno pitanja .	1
Ocjena : 6 / 10	1
Nju tumači supruga ( nevjenčana ) Tim Burtona , Helena Bonham Carter .	1
Srbija 07.06.2018 .	1
Kad god njena majka ( Michelle Wong ) zatraži od Yi da nastavi sa sviranjem violine , djevojčica to odmah odbija .	1
Svakako pogledajte ovo .	2
To uključuje posjetitelje parka , koji , barem na prvi pogled , igraju trećerazrednu ulogu .	1
Prekrasne fotografije Kine , nevjerojatno putovanje , prekrasne boje i bogato napisani likovi pretvaraju čitav pogled na “ Abominable ” u apsolutnu radost .	2
Mala sitnica , Joe Hill sin je poznatog romanopisca Stephena Kinga , pa pretpostavljam da se u njihovoj obitelji odlično piše .	2
Kao što sam rekao , bilo je mnogo uzbudljivih trenutaka i jednog ili dva emotivna trenutka .	2
Datum izlaska : 21.11.2018 ( svjetska premijera )	1
Za mene i moja djevojku , mislili smo da je to doista osvježavajuće uzimanje i voljeli smo to .	2
Pa , ovo je bilo prilično zanimljivo .	2
Glavne uloge : Olga Kurylenko , Rowan Atkinson , Jake Lacy , Ben Miller , Miranda Hennessy , David Mumeni , Samantha Russell , Eddie O ’ Connell .	1
Upravo tada se može najviše osjetiti i autorski pečat , bilo da je riječ o referencama na klasične vesterne , bilo o liku frustriranog britanskog scenarista ( Simon Qauterman ) unajmljenog od Delosa da stvara “ priče ” u kojima glume “ domaćini ” , a koji se može shvatiti i kao svojevrsni Nolanov autoironični komentar na sam kreativni proces Westworlda .	1
KRAJ SINOPSISA	1
Jedna od najboljih stvari za Franšizu zvijeri je uvođenje Jude Lawa kao Dumbledorea .	2
Pošto već dugo vremena ne gledam filmove u CAM ( TS ) kvaliteti i čekam dobri HD , tako sam čekao i Marsovca .	1
Kako je postajalo opasnije , Brave se mora baviti čuvanjem ključeva i spašavanjem života od ljudi koji ih žele .	1
Zemlja : Španjolska , SAD	1
Zemlja : USA | UK | Spain	1
B i H 17.05.2018 .	1
I zapravo nisam uživao u novom potpornom karakteru , iako mi se svidjela izvedba Rafea Spalla kao Eli Millsa .	3
Johnny English Strikes Again	1
Wonder Woman 1984	1
Datum izlaska : 16.12.2020 ( svjetska premijera )	1
Tada sam gledao film s nekim prijateljima i svi smo bili toliko zaokupljeni njime i u strahu zbog zastrašujuće stvarnog terminatora na bazi tekućine koji je Arnoldov model zastario u to vrijeme .	3
Trajanje filma : 02 : 01 : 00	1
Ovaj film je režirao Tim Miller ( Deadpool ) s jednim od producenta Jamesa Camerona ( Titanic , Avatar itd .	1
Postavljeni u post-apokaliptičko vrijeme , gradovima svijeta sada su dodani motori koji im omogućuju kretanje i skupljanje rijetkih resursa i starih tehnologija .	1
Uz odličan zvučni sistem u kinu , stvarno je dalo kompletno iskustvo .	2
Lego film je ugodno iznenađenje jer je mogao tako lako biti besramni izgovor za plasman proizvoda , ali krajnji rezultat je bio nesto mnogo bolje od toga .	2
Albus Dumbledore ( Jude Law ) , Hogwartov učitelj tamne umjetnosti , približava se svom bivšem studentu Newt ( Eddie Redmayne ) i uvjerava ga da ide u Pariz da zaustavi Grindelwalda od stvaranja pustošenja .	1
Stoga ne iznenađuje što se povijest pobrinula da se pronađe poveznica između ta dva entiteta , i to u obliku jedne od najskupljih , najiščekivanijih , najambicioznijih i najprestižnijih TV-serija ove godine .	2
Glavne uloge : Evan Rachel Wood , Jeffrey Wright , Ed Harris	1
Pa kako će se priča nastaviti ?	1
Tamo gdje se Wonder Woman 1984 malo bori , to je u samoj dužini filma , koji traje dva sata i 30 minuta .	1
Titlovan Trailer filma :	1
napravio je veliko ime ubivši mnoge kriminalce u raznim zemljama .	0
Radnja se ponovo provlači kroz dva svijeta ; ovog kakvog poznajemo i svijet ” čudesa ” , popularno nazvan kod nas .	1
Nick Owenford , Tuncay Gunes , Junichi Kajioka , Pino Maiello , Gary Kiely , Ryan Wiseman , Dan March	1
Ako film mlade ljude čini ekološki zanimljivijim i otvara vrata raspravama o klimatskim promjenama , onda su njegove mane irelevantne .	3
Ovaj film ima velik Soundtrack , sadrži muziku iz Pixies i Joy Division , Tajming staze , međutim mogao je biti malo suptilniji i inspirativniji .	3
Na Tomatoesima film ima 93% .	2
Dok sam vidio ovaj film koji je , prema mom osobnom mišljenju , bio najraširenija inačica akcije i postao još jedan od mojih glavnih favorita .	2
B i H 09.02.2017 .	1
Bili smo stvarno zadovoljni nakon što smo pogledali ovaj film i osobno mi ne bi smetalo da ga ponovno gledam samo da bih iskusio sve radnje .	2
Howard igra ovu ulogu s posvetom publici koja ju je štitila .	1
Nisam brutalan , ali sam brutalno iskren .	1
Ono što mi se također sviđalo u ovom filmu bili su dodatni likovi .	2
Ted Levine , James Cromwell , Geraldine Chaplin , Rafe Spall , Daniel Stisen .	1
Svet iz doba jure Uništeno kraljevstvo	1
Uz čaroliju , tajnoviti je element bio i vrlo jak , vezan za tajnu Keyhouse-a i povijest Rendela Lockea .	1
Cable je nevjerojatno obilježio Josh Brolin ( koji se ranije mogao transformirati u drugačiji lik od igranja Thanosa ) .	1
Stvari su izgledale vrlo mračno za Grace i Dani , jer je Rev - 9 bio previše sofisticiran i imao je ogromnu snagu , sve dok nisu dobili neočekivanu pomoć od Sarah Connor ( Linda Hamilton – Dante ’ s Peak , Beauty and the Beast TV series itd .	1
Glumci su također bili prilično lijepi za gledanje .	2
Claire će kasnije pristati da spasi neke vrste od strane Eli Mills-a ( Rafe Spall – The BFG , Get Santa itd .	1
Možda ako je ovaj film dovoljno uspješan , mogli bi biti zainteresirani za izradu nastavaka filma	2
Zemlja : SAD	1
Njihova dinamika jednako je šarmantna kao u prvom filmu , a Pine u svoju ulogu unosi obilje humora .	2
U svakom slučaju , krenimo sa serijom sada .	1
Prije svega se to odnosi na iritantni “ cliffhanger ” koji pitanje krajnje sudbine pojedinih likova , za koje bi se inače moglo pretpostaviti da će stradati , ostavlja previše otvorenim .	0
S vremena na vrijeme toliko se događa da se film osjeća pomalo miran i zbunjujući .	3
U tom , nama nepoznatom svijetu , postoji još jedan univerzum – univerzum vremena , satova i trenutaka , u kojem će se naći Alisa kako bi otputovala natrag u vrijeme kada je porodica Ludog Šeširdžije ubijena , kako bi ih spasila .	1
Na sreću uspe da dođe do kraja do kraja , tako da bi filmeri mogli da osjete šta se stvarno dešava .	2
Živimo u vremenu u kojem nas treba podsjetiti da svako stvorenje zaslužuje da bude zaštićeno , voljeno i njegovano .	0
Protesti su završili u nasilju , ženama su odbijali sposobnost rada , a bankovni računi preneseni su mužu ili nekome najbližem mužu .	1
Gledajući ga kako manipulira ljudima i đavolski nastoji da se na svoj način uvijek pokazuje kao najzabavniji .	1
Tu se televizijska verzija čini daleko slobodnijom od filmske , što je u mnogo čemu potvrda ironičnog obrata situacije iz 1973 . godine u kojem su ljubitelji “ slobodnijih ” sadržaja morali ići u kino-dvorane dok ih na malim ekranama nisu mogli zamisliti ( a danas je sasvim drukčije ) .	0
U jednoj sceni Michael pita Billa što radi .	1
Godina 2015	1
Koristeći muziku autohtone pjevačice Geoffrey Gurrumul Yunupingu na zvučnoj podlozi dodatno naglašava Michaelovo poštovanje autohtonih vrijednosti i uvažavanje divljih životinja .	2
No , budući da je to bio komični film PG13 ocjena , nisam pronašao nikakve uznemirujuće ili nasilne scene .	1
Ono što je impresivno je što se čitava ekipa iz prvog dijela vratila kako bi učestvovali u snimanju nastavka ; mnogi možda sad i žale , naročito Depp , kojem je opus filmova u zadnje vrijeme jako kritičan , a i nakon razvoda sa suprugom Amber te onog skandala sa ministarstvom Australije , no njihova posvećenost djelu Lewisa Carolla , ako ćemo to gledati na taj način , za svaku je pohvalu .	3
Ali ono što ona ne zna je da će se izliječiti od samoproglašene usamljenice s Everestom koja će je podsjetiti da jedinstvo obitelji nije samo u jednoj osobi .	1
Ako ste istinski ljubitelj Alien franšize i zaista volite priče koje uključuju Alijene , onda sam vrlo siguran da bi ste uživali u ovom filmu .	2
Izgled raznih gradova u pokretu sa svim strojevima ispod njih bili su super !	2
Stvarno sam volio pozadinsku muziku ovog filma posebno tijekom intenzivnog dijela koja je dodala element neizvjesnosti .	2
Redatelj : Ridley Scott	1
To će sigurno privući pažnju mlađih gledatelja ( unatoč tome što je vrijeme izvođenja bilo dosta dugo za dječji film ) i zabavit će roditelje ili one koji vide film koji je mlad u srcu .	2
Taj impresivni prizor Westworld svojim gledateljima pruža u završnoj epizodi koja je , usprkos tome i brojnim drugim detaljima , svojevrsno razočaranje .	0
Žanr : Akcija , Avantura , Komedija , Filmovi 2018	1
Alien : Covenant ( 2017 )	1
Osmi putnik : Kovenant ( 2017 )	1
To je zanimljivo zapažanje o tome kako strip junaci rade ; ako ne bi bilo negativaca , ne bi bilo ni Batmana .	1
Dakle , ako tražite ovakvu dramsku seriju ( i ako vam se svidi u kombinaciji s nekom srednjoškolskom romantikom ) .	1
Zajedno sa svojim najboljim prijateljem Weaselom ( TJ Miller – The Emoji Movie , Silicon Valley TV serije itd . )	1
Unatoč nevoljkosti britanskog premijera ( Emma Thompson – Beauty and the Beast , Harry Potter and the Order of Phoenix itd .	1
Wonder Woman 1984 doista prikazuje Dianu kao punopravnog superheroja , a akcijski komadi to odražavaju .	2
Huluova prilagodba romana Margaret Atwood , The Handmaid ’ s Tale , odvija se u futurističkoj distopiji – Republici Gileadu – gdje kriza plodnosti rezultira preuzimanjem životnih žena i prisiljavanjem na rađanje za skupinu “ zapovjednika ” čije su žene neplodne .	1
Žanr : Akcija | Avantura | Komedija	1
Čudesna žena 1984 dodatno je podstaknut Pineovim redom kao Steve Trevor , koji dobro radi na tome se Diana zasniva na čovječanstvu koje bi moglo biti teško za amazonsku princezu .	2
Govoreći o likovima , bio me je pomalo sram što nisam prepoznao Hugu Weaving kao Valentina ovdje ( možda zbog brade , ali moja djevojka mogla ga odmah prepoznati ! ) .	3
Ono što slijedi bilo je konstantno smijanje komičnim situacijama koje su nastale zbog vlastite nepažnje i gluposti Johnny Englisha .	2
OCJENA Sezone : 7 / 10	1
Izgledao je kao da sam pun nekih zamjerki , ali nisam , jednostavno sam pažljiv s detaljima , a film svejedno možete pogledati da ubijete radoznalost , da okusite neke novosti vezane za Mars i znanstvenu fantasiku i da shvatite da je ostalo još filmova između kojeg bi ste trebali izabrati favorita za Oskara ( pod favoritom mislim da navijate u većini kategorija ali i za glavnu – Najbolji film ) i da još nije kraj .	1
Kenny Wells je izmišljeni lik zasnovan na nekome ko ne izgleda tako .	1
Sretno promatranje !	2
Trajanje filma : 01 : 00 : 00	1
Ipak , ne želim ispasti kontradiktoran , ali mislim da će djeca i oni mnogo mlađi od mene biti očarani filmom i da će se možda i zabaviti , posebno ako ga budu gledali u kinu .	2
Priča oduševljava tijekom velikog dijela filma i zahvalno uspijeva doći do kraja , tako da će filmofili moći nešto shvatiti o onome što se zapravo događa .	2
Film se bavi čarobnjakom koji se podigne i mijenja oblik , a Grindelwald ( Johnny Depp ) bježi iz zatvora kako bi okupio svoje sljedbenike i pokrenuo pokret za preuzimanje svijeta .	1
Međutim , Daniels , koja se čini kao drugi zapovjednik ( Katherine Waterston – Steve Jobs , Fantastic Beasts and Where to Find Them etc ) nije se stvarno složila s tom idejom , jer je bila zabrinuta zbog prirode planete .	1
Iako ne postoji sekvenca koja preslikava uzbudljivo i emocionalno scenografiju Ničija zemlja u prvom filmu , Wonder Woman 1984 ima jednu scenu na kojoj je sama Diana .	3
Svibanj 2015 .	1
James Bobin je reditelj ovog nastavka , poznat po oživljavanju ” Muppeta ” na velikom platnu 2011 . i 2014 .	1
Otac je zapravo pisac kultnih dječijih horor priča , a kada Zach upadne u njegovu kuću i greškom otključa jednu od njegovih knjiga , čudovišta postaju stvarnost .	1
Dvojica tinejdžera udružuju se sa kćerkom kreatora horor priča R.L .	1
Ako ste u potrazi za filmom koji je pun smijeha i zabavlja odrasle i djecu podjednako , ona je LEGO Batman Film je film za Vas .	2
Glavne uloge : Jai Courtney , Geoffrey Rush , David Gulpilil , Finn Little	1
Istražujući obiteljski “ kućni život ” i započinje serija s pitanjem tko bi mogao preuzeti posao nakon samoubojstva .	1
A onda sam nešto najzad shvatio .	1
Redatelj : Rob Letterman	1
U osnovi to je parodija svake verzije Batmana na televiziji ili u filmu i to radi odlično.Dok LEGO Batman Film zadržava neke pretjerano smiješne aspekte koje gledaoci vole ili mrze u LEGO Filmu , humor i kvaliteta filma je pojačana .	2
) , nisu imali izbora nego dopustiti mu da vodi ovaj zadatak .	1
Mnogo se zanimljivijim za zaplet , također na prvu loptu , čini prikaz aktivnosti “ iza scene ” , odnosno svakodnevnica radnika i uprave parka , prisiljenih da svakodnevno paze da gostima ne padne dlaka s glave , odnosno da prate svaki pokret “ domaćina ” i stalno ih popravljaju i ponovno stavljaju u promet .	1
Tijekom jednog od svojih svakodnevnih uspona na krov , ona pronalazi čarobnog Yetija , prestrašen do smrti od sve svjetlosti koja dolazi iz helikoptera koji ga pokušava progoniti .	1
Srbija 29.11.2018 .	1
Njegovo hladno i čvrsto djelovanje stvarno je u suprotnosti s njegovim stvarnim akcijama koje su bile daleko od toga .	1
Trust upotrebljava podijeljeni ekran i montaže kako bi vizualno prikazali zanimljive stvari i duhovnost sedamdesetih godina .	2
Ocjena : 7 / 10	1
Koja je bio izravan nastavak filma iz 1978 . godine i zanemarivanje svih filmova između .	1
Titlovan Trailer Filma :	1
Animatori i glas glumci su radili jako dobro zajedno u prikazivanju kompliciranih emocija LEGO znakova .	2
Reditelj filma je Colin Trevorrow poznat po manje poznatoj komediji ‘ Safety Not Guaranted ’ .	1
Pronađite ih sve u ovom doista nevjerojatnom znanstveno-fantastičnom akcijskom filmu .	2
Bilo je toliko mnogo ubojstava , mrtvih tijela i lošeg jezika koji su se ovdje koristili .	0
U usporedbi s prethodnikom , mislim da ovaj film nije bio bolji u smislu priče .	0
U njegovom pisanom radu bilo je više od stotinu objavljenih knjiga .	1
Nije postojala nikakva poslijeratna scena , stoga nema potrebe čekati da to gledate , ako su vam se svidjele ove scene .	1
Imali su zaista predivne specijalne efekte u kombinaciji s hladnim Dolby Atmos zvučnim efektima .	2
Ocjena na IMDb.com mu je solidnih 6,4 / 10 a na Tomatoesima slabih 30% .	1
Shvatio sam da je film pokušavao prikazati priču o Alien-u , ali osobno sam to smatrao predugo ( ili previse duboko ) , iako sam morao priznati da su akcijske sekvence bile vrhunske !	3
Godina : 2018	1
Ipak , ako vas privlači ovakav žanr filma , slobodno mu pružite šansu , makar smo vidjeli mnogo boljih pokušaja .	3
Redatelj : Patty Jenkins	1
Trajanje filma : 151 min	1
Datum izlaska : 26 .	1
Serija također dobro iskorištava muzičke zapise izvođača poput Pink Floyd , Rolling Stones i Thunderclap Newman , među ostalima .	2
Storm Boy je druga filmska adaptacija romana nakon omiljene filmske verzije iz 1976 . godine .	1
Tako da se u filmu može uživati iu kinima bez vrhunskog zvučnog sustava .	2
Datum izlaska : 13.09.2018 ( svjetska premijera )	1
Jedna stvar koja me je iznenađivala bila je činjenica da su zvučni efekti standardni Dobly Surround 5.1 ( prema kreditnoj sceni koja nije imala srednje ili poslije prizore ) , no ipak nam je uspjela pružiti divne efekte .	2
Traileri za ovaj film nisu bili toliko impresivni , što je izgledalo kao korporativni proizvod koji je napunjen sinergijom marke .	0
Godina : 2018	1
IMDB Ocjena Filma : 5.3 / 10	1
Moja djevojka i ja bili smo potpuno zadivljeni ovom prelijepom scenom i mogli bismo to odmah zamisliti kao uzbudljiv film .	2
Rowling	1
Ralph Breaks the Internet : Wreck-It Ralph 2	1
Mislim da je kompozitor ozbiljno radio .	2
Serija govori o mnogim ljudima uključenim u aferu , uključujući i kalabričke gomile otmičara , na čelu s nepredvidljivim i opasnim Primom ( Luca Marinelli ) .	1
Zemlja : Canada | USA	1
Mislim da je bolje da mladi ne vide ovo jer bi to moglo biti zastrašujuće za njih tijekom nekoliko brutalnih trenutaka koji hvataju ( i jedu ) ljude dinosauri .	0
S obzirom na to da je film izrađen za vrlo mladu publiku , to je nedovoljno u vezi s tematskim interesima .	0
Moli Michaela , njezina djeda , da glasa protiv prijedloga .	1
Tijekom misije s Colossus i Negonian Teenage Warhead ( Brianna Hildebrand ) , Wade se susreo s mladim mutantom pod nazivom Russel ili Firefist ( Julian Dennison – Paper Planes ) koji je stvorio puno problema .	0
Ako ste ljubitelj njegovih radova i čežnje da ponovno vidite Rowana Atkinsona ) , tada bi ovaj film zasigurno zadovoljio .	2
Tina pokazuje zbunjenost , jer Newt je još uvijek zaljubljen u prekrasnog mladog čarobnjaka koji pogrešno misli da je Newt vezan za nekog drugog .	3
Uz pomoć svog bivšeg asistenta Bougha ( Ben Miller – Paddington 2 , Death in Paradise TV serije i sl .	1
kao Engleski učitelj i nekolicina drugih .	1
Isto se može reći za inače od Thandie Newton izvrsno odglumljeni lik Maeve , za koji nije jasno ima li ili nema slobodnu volju i čiji su postupci , isto kao i raspologanje gotovo božanskim moćima na samom kraju neobjašnjivi .	1
Ponekad je bilo čak i prilično lagano s nekim zabavnim scenama , ali uopće nije bilo emocionalnih ili dirljivih trenutak .	3
Uvjerljivo za najpopularniji Joker glas glumci su Mark Hamill i Troy Baker , a gledaoci su odrasli uz njihove glasove tokom godina .	2
Colin Salmon , Caren Pistorius , Leila George , Patrick Malahide , Ronan Raftery , Andrew Lees , Mark Mitchinson , Sarah Peirse	1
Castlevania ( 2018 )	1
Storm Boy	1
Titlovan Trailer Filma :	1
Sve u svemu , to je bilo ugodno iskustvo gledajući ovaj film špijunske komedije i vjerujem da se publika zabavljala .	2
Glavne uloge : Hugo Weaving , Stephen Lang , Robert Sheehan , Jihae , Joel Tobeck , Hera Hilmar , Frankie Adams .	1
U nastavku se redatelj Patty Jenkins vraća i preuzima dužnosti scenarija zajedno s scenaristom DC Comicsa Geoffom Johnsom i scenaristom Davidom Callahamom ( The Expendables ) .	1
Iako je grozno izgubiti jednog , nikad nećemo zaboraviti one koji su još uvijek okolo .	3
LOL .	1
Glavne uloge : Bryce Dallas Howard , Chris Pratt , Jeff Goldblum , BD Wong , Toby Jones .	1
Glavne uloge : Albert Tsai , Chloe Bennet , Sarah Paulson , Eddie Izzard	1
Producent : Colin Trevorrow , Derek Connolly	1
Ocjena na IMDb.com mu je zavidnih 8,2 / 10 što ga smješta na 161 . mjesto poznate top 250 liste .	1
Anthony Daniels , James Corden , Sarah Silverman , John C . Reilly , Ming-Na Wen , Jane Lynch , Anika Noni Rose , Jack McBrayer	1
Gal Gadot , Taraji P . Henson , Alfred Molina i Bill Hader imaju vrlo smiješne uloge .	1
Tako je glumac kapetan Oram ( Billy Crudup – The Watchmen , Jackie etc ) , njegova zena Faris ( Amy Seimetz ) , Sgt Lope , sefa osigurnosti ( Demián Bichir – A Better Life , The Hateful Eight etc ) , nakon razgovora s drugim posadama kao sto su Tennesse glavni pilot i ostali odlučili su ici provjeriti ovaj planet .	1
Galifianakis , međutim , daje Joker glas koji nije previse prateći za djecu , ali i dalje hvata suštinu karaktera koji zadovoljava odrasle .	3
Mnogo ozbiljniji problem za Westworld je isti onaj koji je pogodio i originalni film .	0
Ali ako tražite ozbiljne špijunske filmove ili inteligentni komedijski film s najboljim scenarijima , onda ne mislim da biste mogli uživati u ovom .	0
Kada sam vidio prvi Deadpool film , bio sam iznenađen potpuno drugačijim načinom prikazivanja superheroja i zaista me zanima kako će to ponoviti u ovom nastavku .	1
Hrvatska 31.10.2019 .	1
Titlovan Trailer Filma :	1
Možda je odrastanje njegove jezične izolacije potaknulo njega da piše o skrovitim područjima jer je uživao u njihovom miru .	1
Kad je kod kuće , nikad nema dovoljno vremena za svoju baku , Nai Nai ( Tsai Chin ) niti za majku .	1
Ocjena : 7 / 10	1
Budući da je imao zaista sjajan akcijski niz s epskim klimaks scenama .	2
Međutim , za mene je osjećaj da se prvi dio filma kreće prilično sporo .	0
Da bi to učinili , Claire , Franklin i Zia trebaju ići u Isla Nublar i imaju za misiju hvatanje 1 dinosaura iz svake vrste , ali trebaju pomoć Owena Gradyja ( Chris Pratt – Čuvari Galaxy 2 , The Magnificent Seven itd . )	1
Zemlja : Kina , SAD	1
Wonder Woman 1984 ispunjena je nadom , ljubavlju i optimizmom , nudeći impresivno filmsku superherojsku akciju .	2
Ocjena 7.5 / 10	1
Vjerujem da biste mogli pogoditi ostatak priče i samo bi vam želio dopustiti da uživate sami .	1
Datum izlaska : 29 .	1
Priča također ima puno više dubine nego što biste očekivali .	2
Stvari su se također zakomplicirale pojavljivanjem misteriozne mlade žene koju je Bode nazivao dobrostojećom damom ( Laysla De Oliveira ) koja se zanimala za ove ključeve .	1
Istina je da redatelj David Yates i njegov tim daju dovoljno vizualnih čuda za apsorpciju oka .	1
Pa što će se dogoditi s Tomom i zašto Hester želi ubiti Valentina ?	0
Najprimjetnija razlika novog u odnosu na stari Westworld , odnosno kreativna odluka koju su Nolanovi donijeli , tiče se promjene perspektive .	1
Nakon sto je sklopio Savez ( Covenant ) blizu planeta , manji je automobil bio odvojen od broda kako bi otišao na površinu planeta .	1
Ovaj je film imao nekoliko najluđih intenzivnih radnji koje sam ikad vidio .	2
Trajanje filma : 02 : 02 : 00	1
Sretno gledanje !	2
Redatelj Shawn Seet debitirao je svojom dugometražnom igrom na lokalnoj bokserskoj drami Two Fists , One Heart ( 2008 ) .	1
Njihova je hemija bila vrlo uvjerljiva i dobili smo kratke zabavne scene između ovo dvoje .	2
Osim aljkavog vizualnog predstavljanja , od početka do neke dvadeset pete minute , ovaj film ne mari o likovima , ne mari o konceptu , o zapletu , o humoru , kojeg na silu pokušava imati , ali nema , naravno .	0
To je prilično manja kritika jer ovaj film je nemilosrdan s humorom i prilično me je nasmijao od početka do kraja gotovo bez izuzetka .	2
Jurassic World Fallen Kingdom	1
Ocjena 6 / 10	1
Nije bilo srednje ili post-kraj kreditne scene bilo .	1
Ono što me zaista oduševilo u ovom filmu su nevjerojatni posebni efekti koji su vratili toliko sjećanja na Terminator 2 : Sudnji dan 1991 . godine .	2
Titlovan Trailer Filma Dječak oluje :	1
Tehnička dostignuća Dječak oluje zasjenila su neujednačen scenarij Justina Monja .	3
Datum izlaska : 17.01.2019 ( svjetska premijera )	1
Priča bila prilično brza tempom , a nije bila velika teška teza koja je zahtijevala teška razmišljanja .	1
Beyond Skyline ( 2017 )	1
Godina : 2019	1
Trevor Wall je reditelj filma i ovo mu je filmski debi i nadam se da neće više snimati u budućnosti .	0
Ali kad plaha i nespretna Barbara Minerva ( Kristen Wiig ) stigne do Smithsoniana , njih dvije povežu se zbog nedavne pošiljke starina .	1
Umjesto samo kao nastavak / spin-off od svog prethodnika , LEGO Batman Movie je zapravo povezao blize sve prethodne Batman ilustracije ; Keaton to Bale to Batfleck .	1
Njezin nastup kao vođa anti-vuče bio je na licu mjesta i stvarno je udarala ( njeni borbeni potezi bili su nevjerojatni ) .	2
S obzirom da sam očekivao iskustvo slično prošlogodišnjem gledajući ‘ Interstellar ’ , shvatio sam da su očekivanja za malu djecu , mada se tom osjećaju ne mogu oduprijeti tek tako , ali eto … za kaznu mi je film koji je puno uzeo , a malo dao .	0
Stopalići ( 2018 )	1
koji je slučajno bio jedna od osoba koja je izvorno klonirala dinosaure .	1
Pridružila mu se u Parizu Queenie ( Alison Sudol ) , divan čitatelj umova i njezin zaručnik ljubazni Jakovom ( Dan Fogler ) .	1
Žanr : Drama | Fantazija | Horor | Recenzija Serija	1
Film se bavi avanturama Diane Prince ( Gal Gadot ) u Prvom svjetskom ratu opustošio je Europu 1980 - ih Ameriku , prateći amazonsku princezu dugo nakon što je izgubila prijatelje koje je stekla u prvom filmu .	1
Romantika je možda premala u usporedbi s verzijom Kevin Costnera .	1
Stoga ne bi trebalo previše iznenaditi što je i HBO došao zaključaka da se upravo taj izvor može iskoristiti za spektakl sličnog kalibra .	1
Svi članovi obitelji Locke morali su se na vlastiti način suočiti s gubitkom Rendela .	0
Glasovna uloga je apsolutno ogromna .	2
Nesumnjivo bi mu koristilo da se gleda na najvećem mogućem platnu kako bi se postigao puni efekt Jenkinsova redateljskog oka .	2
Sve u svemu , po mom mišljenju ovo je bio zaista fantastičan akcijski film .	2
Također smo bili jako zadivljeni scenama borbe , posebno tijekom vremena u rudnicima .	2
Mladog Michaela igra novajlija Finn Little .	1
Iako za povremenu publiku poput mene to nije bila glavna atrakcija u usporedbi s čarobnim ključevima .	1
Glavne uloge : Jessica Chastain , Kate Mara , Kristen Wiig	1
Tako je već šesti film koji se odnosi na ove aliens ( osim filma Alien Vs Predator )	1
Oni su barem zanimljivi i sa cjelokupnom pričom bit će zanimljivi mladim naraštajima , ali samo njima .	3
IMDB Ocjena Serije : 7.6 / 10	1
U međuvremenu , s Yetijem se film otvara kada je dr . Zaza ( Sarah Paulson ) odlučna ostvariti svoju misiju ispunjavanjem zahtjeva gospodina Burnisha ( Eddie Izzard ) da svijetu predstavi čarobno biće .	1
To je , uostalom , prepoznao i sam Crichton iskoristivši osnovni koncept za mnogo poznatiji i uspješniji Jurski park .	2
Žanr Akcija , SF	1
Uz Steveovu pomoć , Diana ponovno pokušava spasiti svijet .	2
Kako bi se uskladila s postavkom 1973 . , proizvodnja / kostim design zasigurno je prikladan .	2
Glavne uloge : Jack Black , Dylan Minnette , Odeya Rush	1
Bilo je to vrijeme kada se prava zena smatraju manjim , i osjećaju se grozno slično našoj sadašnjoj situaciji .	0
U kinima od :	1
Tvoj izbor .	1
U smislu pripovijesti , Trust serija uspijeva biti vrlo informativna , višeslojna i zabavna .	2
A ni Delosova sigurnosna ekipa koja u oružanom okršaju s “ domaćinima ” iskazuje streljačke “ vještine ” Imperijalnih jurišnika iz Ratova zvijezda nije nešto čime bi se Westworld može dičiti .	0
Međutim Mark je preživio i sada pokušava opstati na planetu na kojem nema života dok neko ne dođe po njega .	2
Moja djevojka i ja smo bili prikovani za svoja mjesta i tijekom onog pravog ležernog dijela i gotovo neprekidne potjere , u ranom dijelu .	2
Ona je srednjoškolka koja žestoko ne odobrava očevu odluku da utječe na zemlju .	1
Moji omiljeni trenutci zasigurno bi bilo vrijeme kada će vulkan izbijati , kao i završni trenutci koji su zaista bili nevjerovani i uzbudljivi .	2
I Yi će to dobiti na Everestu , uspostavljajući neraskidivu vezu sa stvorenjem , dok joj je srce smetalo da to učini sa svojom mamom i Nai Nai-om koji su bili čitavo ovo vrijeme .	3
Glavne uloge : SKatherine Waterston , Johnny Depp , Zoë Kravitz , Ezra Miller , Eddie Redmayne , Jude Law , Carmen Ejogo , Alison Sudol .	1
